csv_file,inferred_feed_type,confidence,columns,sample_http,inferred_source_page,no_header_detected
California-Releases (Delta Version)_3.csv,state_releases_filtered,high,path|title|state|category|date,,,False
California-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/California/Publications/AgComm/CCAC_Annual_Crop_Report_Manual_r2012.pdf,https://www.nass.usda.gov/Statistics_by_State/California/Publications/AgComm/index.php,False
cdp.csv,UNKNOWN,unknown,2017 Congressional Districts Data|||||||,,,False
chemical_use - chemical_use.csv,survey,high,body|tab_content_7|about|tab_title_6|tab_content_2|tab_title_7|survey_name|tab_title_2|tab_content_3|tab_title_1|tab_content_1|tab_title_3|tab_title_4|tab_title_5|tab_content_5|tab_content_4|survey_new_url|referring_url|banner_image_urls|tab_content_6,https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use/index.php,https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use/index.php,False
Colorado - reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Colorado/cpd08001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Colorado/index.php",False
Colorado Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd0801.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Colorado State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Colorado/cov1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Colorado/index.php",False
Colorado State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Colorado/cp99008.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Colorado/index.php,False
Colorado-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Colorado-Releases (Delta Version)_2.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Colorado-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-State Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
Colorado-State Releases_2.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/Colorado-AG-Profile-2022.pdf,https://www.nass.usda.gov/Statistics_by_State/Colorado/Publications/Agriculture_Profile/index.php,False
congressional district ranking.csv,crop_progress_and_condition_grap,high,Table|title|pdf|year||resource||,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/cdr_1_001_001.pdf,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/index.php,False
congressional district ranking_0.csv,crop_progress_and_condition_grap,high,table|title|pdf|year||resource||,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/cdr_1_001_001.pdf,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/index.php,False
congressional district ranking_1.csv,crop_progress_and_condition_grap,high,table|title|pdf|year||resource||,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/cdr_1_001_001.pdf,http://qa.nass.10-0-7-233.nip.io/sites/default/files/Publications/AgCensus/2017/Online_Resources/Congressional_District_Rankings/index.php,False
Connecticut - State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Connecticut/Publications/connecticut-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Connecticut/Publications/index.php,False
Connecticut - State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Connecticut/Publications/connecticut-profile2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Connecticut/Publications/index.php,False
Connecticut Congressional District Profiles .csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd0901.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Connecticut State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Connecticut/ctv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Connecticut/index.php",False
Connecticut State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Connecticut/cp99009.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Connecticut/index.php,False
Connecticut-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Connecticut/cpd09001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Connecticut/index.php",False
Connecticut-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Delaware - State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/new1405.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/index.php,False
Delaware - State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/new1405.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/index.php,False
Delaware - State Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/new1405.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/index.php,False
Delaware - State Releases_1_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/new1405.pdf,https://www.nass.usda.gov/Statistics_by_State/Delaware/Publications/Annual_Statistical_Bulletin/2004/index.php,False
Delaware State and County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Delaware/dev1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Delaware/index.php",False
Delaware-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Deleware Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Deleware State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Delaware/cp99010.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Delaware/index.php,False
Deleware-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Delaware/cpd10001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Delaware/index.php",False
Executive Briefings - Sheet1 - Executive Briefings - Sheet1.csv,asb_briefings,high,referring_url|news_title|date,https://www.nass.usda.gov/Newsroom/Executive_Briefings/2022-livestreamschedule.pdf,https://www.nass.usda.gov/Newsroom/Executive_Briefings/index.php,False
farmnumberslandsize.csv,UNKNOWN,unknown,"Trends in U.S. Agriculture, published by USDA-NASS|||",,,False
Florida - reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Florida/cpd12001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Florida/index.php",False
Florida Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1201.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Florida State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Florida/flv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Florida/index.php",False
Florida State & County Profiles.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Florida/cp99012.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Florida/index.php,False
Florida- State Releases.csv,state_releases,high,url|filename|state|category|date,http://www.flaports.org/Assets/3132013104713AM_State_of_Florida_Ports_2013_Florida_Ports_Councilweb.pdf,http://www.flaports.org/Assets/index.php,False
Florida- State Releases_0.csv,state_releases,high,url|filename|state|category|date,http://www.flaports.org/Assets/3132013104713AM_State_of_Florida_Ports_2013_Florida_Ports_Councilweb.pdf,http://www.flaports.org/Assets/index.php,False
Florida- State Releases_1.csv,state_releases,high,url|filename|state|category|date,http://www.flaports.org/Assets/3132013104713AM_State_of_Florida_Ports_2013_Florida_Ports_Councilweb.pdf,http://www.flaports.org/Assets/index.php,False
Florida-Release (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Florida-Release (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Georgia - State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/GAAgFacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/index.php,False
Georgia - State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/GAAgFacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/index.php,False
Georgia - State Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/GAAgFacts.pdf,https://www.nass.usda.gov/Statistics_by_State/Georgia/Publications/More_Features/index.php,False
Georgia Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1301.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Georgia State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Georgia/gav1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Georgia/index.php",False
Georgia State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Georgia/cp99013.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Georgia/index.php,False
Georgia-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Georgia/cpd13001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Georgia/index.php",False
Georgia-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Georgia-Releases (Delta Version)_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii - State Releases .csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/hiag.pdf,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/index.php,False
Hawaii - State Releases _0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/hiag.pdf,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/index.php,False
Hawaii - State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/hiag.pdf,https://www.nass.usda.gov/Statistics_by_State/Hawaii/Publications/Miscellaneous/index.php,False
Hawaii - Updated Christa Version.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii - Updated Christa Version_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii - Updated Christa Version_1.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii - Updated Christa Version_2.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1502.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Hawaii State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Hawaii/hiv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Hawaii/index.php",False
Hawaii State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Hawaii/cp99015.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Hawaii/index.php,False
Hawaii-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Hawaii/cpd15001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Hawaii/index.php",False
Hawaii-Release (Delta Version) - Hawaii-Release (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii-Release (Delta Version) 2.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii-Release (Delta Version) 2_0.csv,state_releases_filtered,high,path|title|state|category|date,,,False
Hawaii-Release (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
highlights.csv,highlights,high,year|tag|URL|Link text|title,,,False
horticulture - horticulture.csv,census_resource_tables,medium,table|title|year|pdf|resource|census_level,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Census_of_Horticulture_Specialties/hortic_1_0001_0001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Census_of_Horticulture_Specialties/index.php,False
Idaho - State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/ID_ANN_2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/index.php,False
Idaho - State Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/ID_ANN_2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/index.php,False
Idaho Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1601.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Idaho State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Idaho/idv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Idaho/index.php",False
Idaho State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Idaho/cp99016.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Idaho/index.php,False
Idaho-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Idaho/cpd16001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Idaho/index.php",False
Idaho-State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/ID_ANN_2021.pdf,https://www.nass.usda.gov/Statistics_by_State/Idaho/Publications/Annual_Statistical_Bulletin/2021/index.php,False
Illinois Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1701.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Illinois State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Illinois/ilv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Illinois/index.php",False
Illinois State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Illinois/cp99017.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Illinois/index.php,False
Illinois- State Releases.csv,state_releases,high,url|filename|state|category|date,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/morr_08-01.pdf,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/index.php,False
Illinois-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Illinois/cpd17001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Illinois/index.php",False
Illinois-Releases (Delta Version) - Illinois-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/morr_08-01.pdf,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/index.php,False
Illinois-State Releases.csv,state_releases,high,url|filename|state|category|date,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/morr_08-01.pdf,http://www.farmdoc.illinois.edu/marketing/morr/morr_08-01/index.php,False
Indiana Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1801.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Indiana Stae & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Indiana/cp99018.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Indiana/index.php,False
Indiana State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Indiana/inv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Indiana/index.php",False
Indiana- State Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Arizona/Publications/Charts_and_Maps/americanindianagaz.pdf,https://www.nass.usda.gov/Statistics_by_State/Arizona/Publications/Charts_and_Maps/index.php,False
Indiana-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Indiana/cpd18001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Indiana/index.php",False
Indiana-Releases (Delta Version) - Indiana-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Indiana-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Iowa Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd1901.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Iowa State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Iowa/iav1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Iowa/index.php",False
Iowa State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Iowa/cp99019.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Iowa/index.php,False
Iowa State & County Profiles _0.csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Iowa/cp99019.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Iowa/index.php,False
Iowa-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Iowa/cpd19001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Iowa/index.php",False
Iowa-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Iowa-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/2005_Iowa_Annual_Bulletin.pdf,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/index.php,False
Iowa-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/2005_Iowa_Annual_Bulletin.pdf,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/index.php,False
Iowa-Releases_1.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/2005_Iowa_Annual_Bulletin.pdf,https://www.nass.usda.gov/Statistics_by_State/Iowa/Publications/Annual_Statistical_Bulletin/index.php,False
irrigation_water - irrigation_water.csv,crop_progress_and_condition_grap,high,table|title|year|pdf|resource,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Farm_and_Ranch_Irrigation_Survey/fris_1_0001_0001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Farm_and_Ranch_Irrigation_Survey/index.php,False
Kansas Congressional District Profiles.csv,congressional_district_profiles,medium,url|filename|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/cd2001.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Congressional_District_Profiles/index.php,False
Kansas State & County Level Data.csv,state_census,medium,table|url|filename|state|category|query,"https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Kansas/ksv1.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Full_Report/Volume_1,_Chapter_1_State_Level/Kansas/index.php",False
Kansas State & County Profiles .csv,state_and_county_profiles,high,url|county|state|category,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Kansas/cp99020.pdf,https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/County_Profiles/Kansas/index.php,False
Kansas-reg.csv,race_ethnicity_and_gender_profil,high,title|pdf|state,"https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Kansas/cpd20001.pdf","https://www.nass.usda.gov/Publications/AgCensus/2017/Online_Resources/Race,_Ethnicity_and_Gender_Profiles/Kansas/index.php",False
Kansas-Releases (Delta Version).csv,state_releases_filtered,high,path|title|state|category|date,,,False
Kansas-Releases.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Kansas/Publications/County_Estimates/21KSsorg.pdf,https://www.nass.usda.gov/Statistics_by_State/Kansas/Publications/County_Estimates/index.php,False
Kansas-Releases_0.csv,state_releases,high,url|filename|state|category|date,https://www.nass.usda.gov/Statistics_by_State/Kansas/Publications/County_Estimates/21KSsorg.pdf,https://www.nass.usda.gov/Statistics_by_State/Kansas/Publications/County_Estimates/index.php,False
