Release DateTime,Release Name,Release Filename,Release URL,QuickStats Only Release,Release Static Link,Release Includes JSON
2019-03-06T15:00:00Z,"Peanut Stocks and Processing",pnst0319,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-03-07T15:00:00Z,"Cold Storage",cost0319,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-03-08T12:00:00Z,"Cotton Ginnings",ctgn1019,https://usda.library.cornell.edu/concern/publications/q524jn76v,N,N,Y
2019-03-08T12:00:00Z,"Crop Production",crop0319,https://usda.library.cornell.edu/concern/publications/tm70mv177,N,N,Y
2019-03-08T15:00:00Z,"Cattle on Feed",cofd0319,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-03-08T15:00:00Z,"Peanut Prices",pnpr1019,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-03-12T15:00:00Z,"Milk Production",mkpr0319,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-03-12T15:00:00Z,"Citrus Fruits Final Estimates",citrsb19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-03-12T15:00:00Z,"Noncitrus Fruits and Nuts Final Estimates",fnutsb19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-03-12T15:00:00Z,"Potatoes & Sweet Potatoes Final Est",potssb19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-03-13T15:00:00Z,"Broiler Hatchery",brls1119,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-03-13T15:00:00Z,"U.S. and Canadian Cattle and Sheep",uscc0319,https://usda.library.cornell.edu/concern/publications/474299142,N,N,N
2019-03-13T15:00:00Z,"U.S. and Canadian Hogs",usch0319,https://usda.library.cornell.edu/concern/publications/7h149p85x,N,N,N
2019-03-14T15:00:00Z,"Dairy Products",dary0319,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
2019-03-14T15:00:00Z,"Hop Stocks",hops0319,https://usda.library.cornell.edu/concern/publications/sb397825r,N,N,N
2019-03-14T15:00:00Z,"Pecan Production",pecnpr19,https://usda.library.cornell.edu/concern/publications/5425kg32f,N,N,N
2019-03-14T15:00:00Z,"Price Reactions After USDA Livestock Reports",prrlan19,https://usda.library.cornell.edu/concern/publications/z316q156s,N,N,N
2019-03-14T15:00:00Z,"Price Reactions after USDA Crop Reports",prrcan19,https://usda.library.cornell.edu/concern/publications/ms35t861q,N,N,N
2019-03-14T15:00:00Z,"Turkey Hatchery",tkha0319,https://usda.library.cornell.edu/concern/publications/k643b117x,N,N,N
2019-03-15T15:00:00Z,"Cotton System - Ann.",cactan19,https://usda.library.cornell.edu/concern/publications/kp78gg381,N,N,N
2019-03-15T15:00:00Z,"Fats & Oils - Ann.",cafoan19,https://usda.library.cornell.edu/concern/publications/b5644r54d,N,N,N
2019-03-15T15:00:00Z,"Grain Crushings - Ann.",cagcan19,https://usda.library.cornell.edu/concern/publications/v979v304g,N,N,N
2019-03-15T15:00:00Z,"Peanut Prices",pnpr1119,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-03-15T15:00:00Z,"Poultry Slaughter",psla0319,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-03-19T15:00:00Z,"Milk Production",mkpr0319,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-03-19T15:00:00Z,"North American Potatoes",uscp0319,https://usda.library.cornell.edu/concern/publications/4m90dv511,N,N,N
2019-03-20T15:00:00Z,"Broiler Hatchery",brls1219,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-03-21T15:00:00Z,"Livestock Slaughter",lstk0319,https://usda.library.cornell.edu/concern/publications/rx913p88g,N,N,N
2019-03-21T15:00:00Z,"Vegetables - Ann.",vegean19,https://usda.library.cornell.edu/concern/publications/02870v86p,N,N,N
2019-03-21T15:00:00Z,"County Estimates: Corn, Soybeans, Sunflowers, Sorghum",cecnan19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-03-22T15:00:00Z,"Cattle on Feed",cofd0319,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-03-22T15:00:00Z,"Cold Storage",cost0319,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-03-22T15:00:00Z,"Peanut Prices",pnpr1219,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-03-26T12:00:00Z,"State Stories",stwe1319,https://usda.library.cornell.edu/concern/publications/fq977t77k,N,N,N
2019-03-26T15:00:00Z,"Chickens and Eggs - Ann.",ckegan19,https://usda.library.cornell.edu/concern/publications/1v53jw96n,N,N,N
2019-03-27T15:00:00Z,"Broiler Hatchery",brls1319,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-03-27T15:00:00Z,"Chickens and Eggs",ckeg0319,https://usda.library.cornell.edu/concern/publications/fb494842n,N,N,N
2019-03-27T15:00:00Z,"Peanut Stocks and Processing",pnst0319,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-03-28T15:00:00Z,"Agricultural Prices",agpr0319,https://usda.library.cornell.edu/concern/publications/c821gj76b,N,N,Y
2019-03-28T15:00:00Z,"Egg Products",eggs0319,https://usda.library.cornell.edu/concern/publications/hx11xf25t,N,N,N
2019-03-28T15:00:00Z,"Hogs and Pigs",hgpg0319,https://usda.library.cornell.edu/concern/publications/rj430453j,N,N,Y
2019-03-29T12:00:00Z,"Grain Stocks",grst0319,https://usda.library.cornell.edu/concern/publications/xg94hp534,N,N,Y
2019-03-29T12:00:00Z,"Prospective Plantings",pspl0319,https://usda.library.cornell.edu/concern/publications/x633f100h,N,N,Y
2019-03-29T12:00:00Z,"Rice Stocks",rice0319,https://usda.library.cornell.edu/concern/publications/d791sg19j,N,N,Y
2019-03-29T15:00:00Z,"Peanut Prices",pnpr1319,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-04-01T15:00:00Z,"Cotton System",cact0419,https://usda.library.cornell.edu/concern/publications/ng451h506,N,N,N
2019-04-01T15:00:00Z,"Fats & Oils",cafo0419,https://usda.library.cornell.edu/concern/publications/mp48sc77c,N,N,N
2019-04-01T15:00:00Z,"Grain Crushings",cagc0419,https://usda.library.cornell.edu/concern/publications/n583xt96p,N,N,N
2019-04-01T15:00:00Z,"Poultry Slaughter - Ann.",pslaan19,https://usda.library.cornell.edu/concern/publications/pg15bd88s,N,N,N
2019-04-01T16:00:00Z,"Crop Progress",prog1419,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-04-02T15:00:00Z,"Catfish Production",cfpd0419,https://usda.library.cornell.edu/concern/publications/bg257f046,N,N,N
2019-04-02T15:00:00Z,"Cold Storage - Ann.",costan19,https://usda.library.cornell.edu/concern/publications/sb397824g,N,N,N
2019-04-03T15:00:00Z,"Broiler Hatchery",brls1419,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-04-03T15:00:00Z,"Dairy Products",dary0419,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
2019-04-04T15:00:00Z,"North American Grain and Oilseed Crushings",cairus19,https://usda.library.cornell.edu/concern/publications/ks65hk36z,N,N,N
2019-04-04T15:00:00Z,"County Estimates: All Rice & Flaxseed",cerian19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-04-05T15:00:00Z,"Peanut Prices",pnpr1419,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-04-05T15:00:00Z,"Crop Values Final Est",crpvsb19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-04-08T15:00:00Z,"Poultry Slaughter",psla0419,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-04-08T16:00:00Z,"Crop Progress",prog1519,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-04-09T12:00:00Z,"Crop Production",crop0419,https://usda.library.cornell.edu/concern/publications/tm70mv177,N,N,Y
2019-04-10T15:00:00Z,"Broiler Hatchery",brls1519,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-04-11T12:00:00Z,"2017 Census of Agriculture",cen ag19,https://www.nass.usda.gov/AgCensus/,N,N,N
2019-04-12T15:00:00Z,"Crop Values",cpvl0419,https://usda.library.cornell.edu/concern/publications/k35694332,N,N,N
2019-04-12T15:00:00Z,"Peanut Prices",pnpr1519,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-04-15T16:00:00Z,"Crop Progress",prog1619,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-04-16T15:00:00Z,"Potato Stocks",post0419,https://usda.library.cornell.edu/concern/publications/47429915b,N,N,N
2019-04-16T15:00:00Z,"Trout Production",trpr0419,https://usda.library.cornell.edu/concern/publications/t722h882h,N,N,N
2019-04-16T15:00:00Z,"Turkey Hatchery",tkha0419,https://usda.library.cornell.edu/concern/publications/k643b117x,N,N,N
2019-04-17T15:00:00Z,"Broiler Hatchery",brls1619,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-04-18T15:00:00Z,"Cattle on Feed",cofd0419,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-04-18T15:00:00Z,"Farms and Land in Farms",fnlo0419,https://usda.library.cornell.edu/concern/publications/5712m6524,N,N,N
2019-04-18T15:00:00Z,"Farms and Land in Farms Final Est",farmsb19,https://usda.library.cornell.edu/concern/publications/m326m172d,N,N,N
2019-04-18T15:00:00Z,"Peanut Prices",pnpr1619,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-04-18T15:00:00Z,"County Estimates: Hay",ceahan19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-04-22T15:00:00Z,"Chickens and Eggs",ckeg0419,https://usda.library.cornell.edu/concern/publications/fb494842n,N,N,N
2019-04-22T15:00:00Z,"Cold Storage",cost0419,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-04-22T15:00:00Z,"Milk Production",mkpr0419,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-04-22T16:00:00Z,"Crop Progress",prog1719,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-04-24T15:00:00Z,"Broiler Hatchery",brls1719,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-04-24T15:00:00Z,"Livestock Slaughter - Ann.",lsslan19,https://usda.library.cornell.edu/concern/publications/r207tp32d,N,N,N
2019-04-24T15:00:00Z,"Poultry Slaughter",psla0419,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-04-25T15:00:00Z,"Crop Production Historical Track Records",croptr19,https://usda.library.cornell.edu/concern/publications/c534fn92g,N,N,N
2019-04-25T15:00:00Z,"Livestock Slaughter",lstk0419,https://usda.library.cornell.edu/concern/publications/rx913p88g,N,N,N
2019-04-25T15:00:00Z,"County Estimates: Dry Beans & Tobacco",cedban19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-04-26T15:00:00Z,"Peanut Prices",pnpr1719,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-04-29T15:00:00Z,"Egg Products",eggs0419,https://usda.library.cornell.edu/concern/publications/hx11xf25t,N,N,N
2019-04-29T15:00:00Z,"Peanut Stocks and Processing",pnst0419,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-04-29T16:00:00Z,"Crop Progress",prog1819,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-04-30T15:00:00Z,"Agricultural Prices",agpr0419,https://usda.library.cornell.edu/concern/publications/c821gj76b,N,N,Y
2019-05-01T15:00:00Z,"Broiler Hatchery",brls1819,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-05-01T15:00:00Z,"Cotton System",cact0519,https://usda.library.cornell.edu/concern/publications/ng451h506,N,N,N
2019-05-01T15:00:00Z,"Fats & Oils",cafo0519,https://usda.library.cornell.edu/concern/publications/mp48sc77c,N,N,N
2019-05-01T15:00:00Z,"Flour Milling",cafl0519,https://usda.library.cornell.edu/concern/publications/cr56n097m,N,N,N
2019-05-01T15:00:00Z,"Flour Milling - Ann.",caflan19,https://usda.library.cornell.edu/concern/publications/ws859f64s,N,N,N
2019-05-01T15:00:00Z,"Grain Crushings",cagc0519,https://usda.library.cornell.edu/concern/publications/n583xt96p,N,N,N
2019-05-02T15:00:00Z,"Dairy Products",dary0519,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
2019-05-03T15:00:00Z,"Peanut Prices",pnpr1819,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-05-06T16:00:00Z,"Crop Progress",prog1919,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-05-07T15:00:00Z,"Hatchery Production - Ann.",htpdan19,https://usda.library.cornell.edu/concern/publications/9306sz28s,N,N,N
2019-05-08T15:00:00Z,"Broiler Hatchery",brls1919,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-05-09T15:00:00Z,"Cattle Final Est",catlsb19,https://usda.library.cornell.edu/concern/publications/sq87bt648,N,N,N
2019-05-09T15:00:00Z,"Dairy Products - Ann.",daryan19,https://usda.library.cornell.edu/concern/publications/jm214p131,N,N,N
2019-05-09T15:00:00Z,"Milk Cows and Production Final Est",mcprsb19,https://usda.library.cornell.edu/concern/publications/cz30ps66x,N,N,N
2019-05-09T15:00:00Z,"Sheep and Goats Final Est",shgtsb19,https://usda.library.cornell.edu/concern/publications/6d56zw601,N,N,N
2019-05-09T15:00:00Z,"County Estimates: Peanuts",cepnal19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-05-10T12:00:00Z,"Cotton Ginnings - Ann.",ctgnan19,https://usda.library.cornell.edu/concern/publications/6108vb275,N,N,N
2019-05-10T12:00:00Z,"Crop Production",crop0519,https://usda.library.cornell.edu/concern/publications/tm70mv177,N,N,Y
2019-05-10T15:00:00Z,"Peanut Prices",pnpr1919,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-05-10T15:00:00Z,"Agricultural Chemical Usage - Field Crops",agcufc19,https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use,Y,N,N
2019-05-10T15:00:00Z,"County Estimates: Cotton",cectan19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-05-13T16:00:00Z,"Crop Progress",prog2019,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-05-15T15:00:00Z,"Broiler Hatchery",brls2019,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-05-15T15:00:00Z,"Turkey Hatchery",tkha0519,https://usda.library.cornell.edu/concern/publications/k643b117x,N,N,N
2019-05-16T15:00:00Z,"Honey",hony0519,https://usda.library.cornell.edu/concern/publications/hd76s004z,N,N,N
2019-05-17T15:00:00Z,"Peanut Prices",pnpr2019,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-05-20T15:00:00Z,"Milk Production",mkpr0519,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-05-20T16:00:00Z,"Crop Progress",prog2119,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-05-21T15:00:00Z,"Chickens and Eggs",ckeg0519,https://usda.library.cornell.edu/concern/publications/fb494842n,N,N,N
2019-05-21T15:00:00Z,"North American Flour Milling Products Summary",cairus19,https://usda.library.cornell.edu/concern/publications/n87100088,N,N,N
2019-05-22T15:00:00Z,"Broiler Hatchery",brls2119,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-05-22T15:00:00Z,"Cold Storage",cost0519,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-05-23T15:00:00Z,"Floriculture Crops",floran19,https://usda.library.cornell.edu/concern/publications/0p0966899,N,N,N
2019-05-23T15:00:00Z,"Livestock Slaughter",lstk0519,https://usda.library.cornell.edu/concern/publications/rx913p88g,N,N,N
2019-05-23T15:00:00Z,"Poultry - Production and Value",plva0519,https://usda.library.cornell.edu/concern/publications/m039k491c,N,N,N
2019-05-24T15:00:00Z,"Cattle on Feed",cofd0519,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-05-24T15:00:00Z,"Peanut Prices",pnpr2119,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-05-24T15:00:00Z,"Poultry Slaughter",psla0519,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-05-28T16:00:00Z,"Crop Progress",prog2219,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-05-29T15:00:00Z,"Broiler Hatchery",brls2219,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-05-29T15:00:00Z,"Peanut Stocks and Processing",pnst0519,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-05-30T15:00:00Z,"Farm Labor",fmla0519,https://usda.library.cornell.edu/concern/publications/x920fw89s,N,N,N
2019-05-30T15:00:00Z,"Meat Animals - PDI",meatan19,https://usda.library.cornell.edu/concern/publications/02870v85d,N,N,N
2019-05-30T15:00:00Z,"Meat Animals PDI Final Est",meatsb19,https://usda.library.cornell.edu/concern/publications/k930bx04x,N,N,N
2019-05-30T15:00:00Z,"Milk - PDI",mlkpdi19,https://usda.library.cornell.edu/concern/publications/4b29b5974,N,N,N
2019-05-30T15:00:00Z,"Milk PDI - Final Est",milksb19,https://usda.library.cornell.edu/concern/publications/dz010q056,N,N,N
2019-05-30T15:00:00Z,"County Estimates: Sugarbeets & Sugarcane",cesban19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-05-31T15:00:00Z,"Agricultural Prices",agpr0519,https://usda.library.cornell.edu/concern/publications/c821gj76b,N,N,Y
2019-05-31T15:00:00Z,"Egg Products",eggs0519,https://usda.library.cornell.edu/concern/publications/hx11xf25t,N,N,N
2019-05-31T15:00:00Z,"Peanut Prices",pnpr2219,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-06-03T15:00:00Z,"Cotton System",cact0619,https://usda.library.cornell.edu/concern/publications/ng451h506,N,N,N
2019-06-03T15:00:00Z,"Fats & Oils",cafo0619,https://usda.library.cornell.edu/concern/publications/mp48sc77c,N,N,N
2019-06-03T15:00:00Z,"Grain Crushings",cagc0619,https://usda.library.cornell.edu/concern/publications/n583xt96p,N,N,N
2019-06-03T16:00:00Z,"Crop Progress",prog2319,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-06-04T15:00:00Z,"Dairy Products",dary0619,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
2019-06-05T15:00:00Z,"Broiler Hatchery",brls2319,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-06-07T15:00:00Z,"Peanut Prices",pnpr2319,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-06-10T16:00:00Z,"Crop Progress",prog2419,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-06-11T12:00:00Z,"Crop Production",crop0619,https://usda.library.cornell.edu/concern/publications/tm70mv177,N,N,Y
2019-06-12T15:00:00Z,"Broiler Hatchery",brls2419,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-06-13T15:00:00Z,"Potato Stocks",post0619,https://usda.library.cornell.edu/concern/publications/47429915b,N,N,N
2019-06-13T15:00:00Z,"County Estimates: Cattle & Sheep",cectan19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-06-14T15:00:00Z,"Peanut Prices",pnpr2419,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-06-14T15:00:00Z,"Turkey Hatchery",tkha0619,https://usda.library.cornell.edu/concern/publications/k643b117x,N,N,N
2019-06-17T16:00:00Z,"Crop Progress",prog2519,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-06-18T15:00:00Z,"Milk Production",mkpr0619,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-06-18T15:00:00Z,"Noncitrus Fruits and Nuts - Ann.",ncit0619,https://usda.library.cornell.edu/concern/publications/zs25x846c,N,N,N
2019-06-19T15:00:00Z,"Agricultural Land Values Final Est",landsb19,https://usda.library.cornell.edu/concern/publications/5425k968s,N,N,N
2019-06-19T15:00:00Z,"Broiler Hatchery",brls2519,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-06-20T15:00:00Z,"Livestock Slaughter",lstk0619,https://usda.library.cornell.edu/concern/publications/rx913p88g,N,N,N
2019-06-21T15:00:00Z,"Cattle on Feed",cofd0619,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-06-21T15:00:00Z,"Chickens and Eggs",ckeg0619,https://usda.library.cornell.edu/concern/publications/fb494842n,N,N,N
2019-06-21T15:00:00Z,"Cold Storage",cost0619,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-06-21T15:00:00Z,"Peanut Prices",pnpr2519,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-06-24T15:00:00Z,"Poultry Slaughter",psla0619,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-06-24T16:00:00Z,"Crop Progress",prog2619,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-06-25T15:00:00Z,"Chickens and Eggs Final Est",chegsb19,https://usda.library.cornell.edu/concern/publications/8623hx75j,N,N,N
2019-06-25T15:00:00Z,"Honey Final Est",honeys19,https://usda.library.cornell.edu/concern/publications/fq977t78v,N,N,N
2019-06-25T15:00:00Z,"Poultry Production and Value Final Est",ppdvsb19,https://usda.library.cornell.edu/concern/publications/df65v786z,N,N,N
2019-06-26T12:00:00Z,"Census: Congressional District Rankings",cenrnk19,https://www.nass.usda.gov/AgCensus/,N,Y,N
2019-06-26T15:00:00Z,"Broiler Hatchery",brls2619,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-06-27T15:00:00Z,"Agricultural Prices",agpr0619,https://usda.library.cornell.edu/concern/publications/c821gj76b,N,N,Y
2019-06-27T15:00:00Z,"Egg Products",eggs0619,https://usda.library.cornell.edu/concern/publications/hx11xf25t,N,N,N
2019-06-27T15:00:00Z,"Hogs and Pigs",hgpg0619,https://usda.library.cornell.edu/concern/publications/rj430453j,N,N,Y
2019-06-27T15:00:00Z,"Peanut Stocks and Processing",pnst0619,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-06-28T12:00:00Z,"Acreage",acrg0619,https://usda.library.cornell.edu/concern/publications/j098zb09z,N,N,Y
2019-06-28T12:00:00Z,"Grain Stocks",grst0619,https://usda.library.cornell.edu/concern/publications/xg94hp534,N,N,Y
2019-06-28T12:00:00Z,"Rice Stocks",rice0619,https://usda.library.cornell.edu/concern/publications/d791sg19j,N,N,N
2019-06-28T15:00:00Z,"Peanut Prices",pnpr2619,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-07-01T15:00:00Z,"Cotton System",cact0719,https://usda.library.cornell.edu/concern/publications/ng451h506,N,N,N
2019-07-01T15:00:00Z,"Fats & Oils",cafo0719,https://usda.library.cornell.edu/concern/publications/mp48sc77c,N,N,N
2019-07-01T15:00:00Z,"Grain Crushings",cagc0719,https://usda.library.cornell.edu/concern/publications/n583xt96p,N,N,N
2019-07-01T16:00:00Z,"Crop Progress",prog2719,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-07-03T15:00:00Z,"Broiler Hatchery",brls2719,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-07-03T15:00:00Z,"Dairy Products",dary0719,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
2019-07-05T15:00:00Z,"Peanut Prices",pnpr2719,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-07-08T16:00:00Z,"Crop Progress",prog2819,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-07-10T15:00:00Z,"Broiler Hatchery",brls2819,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-07-11T12:00:00Z,"Crop Production",crop0719,https://usda.library.cornell.edu/concern/publications/tm70mv177,N,N,Y
2019-07-12T15:00:00Z,"Peanut Prices",pnpr2819,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-07-15T15:00:00Z,"Turkey Hatchery",tkha0719,https://usda.library.cornell.edu/concern/publications/k643b117x,N,N,N
2019-07-15T16:00:00Z,"Crop Progress",prog2919,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-07-17T15:00:00Z,"Broiler Hatchery",brls2919,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-07-19T15:00:00Z,"Cattle",catl0719,https://usda.library.cornell.edu/concern/publications/h702q636h,N,N,Y
2019-07-19T15:00:00Z,"Cattle on Feed",cofd0719,https://usda.library.cornell.edu/concern/publications/m326m174z,N,N,Y
2019-07-19T15:00:00Z,"Peanut Prices",pnpr2919,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-07-22T15:00:00Z,"Cold Storage",cost0719,https://usda.library.cornell.edu/concern/publications/pg15bd892,N,N,N
2019-07-22T15:00:00Z,"Milk Production",mkpr0719,https://usda.library.cornell.edu/concern/publications/h989r321c,N,N,N
2019-07-22T16:00:00Z,"Crop Progress",prog3019,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-07-23T15:00:00Z,"Catfish Production",cfpd0719,https://usda.library.cornell.edu/concern/publications/bg257f046,N,N,N
2019-07-23T15:00:00Z,"Chickens and Eggs",ckeg0719,https://usda.library.cornell.edu/concern/publications/fb494842n,N,N,N
2019-07-23T15:00:00Z,"Mink",mink0719,https://usda.library.cornell.edu/concern/publications/2227mp65f,N,N,N
2019-07-24T15:00:00Z,"Broiler Hatchery",brls3019,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-07-24T15:00:00Z,"Poultry Slaughter",psla0719,https://usda.library.cornell.edu/concern/publications/3197xm04j,N,N,N
2019-07-24T15:00:00Z,"Agricultural Chemical Usage - Vegetables",agcv0719,https://www.nass.usda.gov/Surveys/Guide_to_NASS_Surveys/Chemical_Use,Y,N,N
2019-07-25T12:00:00Z,"Census: Watersheds",cenorg19,https://www.nass.usda.gov/AgCensus/,N,Y,N
2019-07-25T15:00:00Z,"Livestock Slaughter",lstk0719,https://usda.library.cornell.edu/concern/publications/rx913p88g,N,N,N
2019-07-26T15:00:00Z,"Peanut Prices",pnpr3019,https://usda.library.cornell.edu/concern/publications/5t34sj58c,N,N,N
2019-07-26T15:00:00Z,"County Estimates: Poultry",cepoan19,https://www.nass.usda.gov/Quick_Stats/Lite/,Y,N,N
2019-07-29T15:00:00Z,"Peanut Stocks and Processing",pnst0719,https://usda.library.cornell.edu/concern/publications/02870v87z,N,N,N
2019-07-29T16:00:00Z,"Crop Progress",prog3119,https://usda.library.cornell.edu/concern/publications/8336h188j,N,N,N
2019-07-31T15:00:00Z,"Agricultural Prices",agpr0719,https://usda.library.cornell.edu/concern/publications/c821gj76b,N,N,Y
2019-07-31T15:00:00Z,"Broiler Hatchery",brls3119,https://usda.library.cornell.edu/concern/publications/gm80hv35d,N,N,N
2019-07-31T15:00:00Z,"Egg Products",eggs0719,https://usda.library.cornell.edu/concern/publications/hx11xf25t,N,N,N
2019-08-01T15:00:00Z,"Cotton System",cact0819,https://usda.library.cornell.edu/concern/publications/ng451h506,N,N,N
2019-08-01T15:00:00Z,"Dairy Products",dary0819,https://usda.library.cornell.edu/concern/publications/m326m1757,N,N,N
